location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Intercom,Indoor Games,ATM,Maintenance Staff,Staff Quarter,Multipurpose Room,Car Parking,Hospital,School,Shopping Mall,Vaastu Compliant,Cafeteria,Rain Water Harvesting,Golf Course
Mohali Sector 127,1100,3590000,INR,,1,1,"A spacious 3 bhk builder floor is available for sale in Mohali Sector 127, Chandigarh. It has a built-up area of 1100 sqft and is priced at Rs. 35.90 lac (negotiable). It is a furnished property. It is on 2nd floor. The building has a total of 3 floor(s). Its main door is facing northeast direction. The property is available on freehold. It has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. It is well connected to the city areas. Kindly call us for details. ",1,northeast,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mohali Sector 127,620,1690000,INR,,1,1,"1 BHK flat for sale in affordable price
21000/ booking amount
10% Down payment
90% loan facility available for all leading Banks
# Call for more details #",1,northeast,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Zirakpur punjab,1080,3700000,INR,,1,1,"LIVING, DINING ROOM, LOBBY
Flooring and Skirting Double charge nano polish tiles wall finishes
Ceiling POP down ceiling, pleasing shades of OBD on wails
Provision for split AC

MODULAR KITCHEN
Flooring and Skirting Double charge nano polish tiles wall finishes
Ceiling Designer POP, pleasing shades of OBD on walls and ceramic tiles upto 2ft. above counter
Cabinets with membrane shutter
Sink Double bowl stainless steel

WASHROOMS
Flooring and Skirting Ceramic tiles upto 7ft. height
Fittings and fixtures CP fittings and chinaware of branded make

BED ROOMS
Flooring and Skirting Double charge nano polish tiles Wall finishes
Ceiling POP down ceiling, pleasing shades of OBD on walls",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Zirakpur Road,1080,3700000,INR,,1,1,It has an area of 1080 sqft with a carpet area of 900 sqft . The property is available at a price of Rs. 37.00 lac (negotiable ). It is on 2nd floor. The building has a total of 3 floor(s). It is a road facing property. The property is available on freehold. The property has 3 bathrooms and 2 balconies. The society is well connected by different modes of transportation. ,1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Zirakpur Road,1710,7000000,INR,,1,1,"It’s a 3 bhk builder floor situated in Zirakpur Road. It has a salable area of 1710 sqft and is available at a price of Rs. 4,093 per sqft. It is on 3rd floor. The building has a total of 4 floor(s). It is facing northeast direction. The property is available on freehold. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Please contact for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SEC 115 MOHALI KHARAR LANDRAN ROAD,1750,3990000,INR,,1,1,"A spacious 3 bhk builder floor is available for sale in SEC 115 MOHALI KHARAR LANDRAN ROAD, Chandigarh. The house is semi-furnished. Its main door is facing northeast direction. It has 3 bathrooms and 2 balconies. Contact us for more details. ",1,northeast,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Vip Road Zirakpur,1701,5190000,INR,,1,1,"Key features 
Ready to shift semi furnished dedicated parking modular kitchen with chimney gated society decent wood work with Led panel pop false ceiling.",1,northwest,0,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
Ambala Highway,1050,2690000,INR,,1,1,"It’s a 2 bhk builder floor situated in Ambala Highway, Chandigarh. It has a salable area of 1050 sqft and is available at a price of Rs. 2,561 per sqft. It is a semi-furnished property. It’s on 1st floor out of 3 floors building. One of the major USPs of the property is that it is a garden facing property. The property is available on freehold. It has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1,northeast,0,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
SECTOR 115 MOHALI ON KHARAR LANDRAN ROAD,1030,2850000,INR,,1,1,"This spacious 2 bhk builder floor is available for sale and is located in the heart of SECTOR 115 MOHALI ON KHARAR LANDRAN ROAD. It has a salable area of 1030 sqft and is available at a price of Rs. 2,766 per sqft. It is located on the 2nd floor(out of a total of 3 floor(s)). It has 2 bathrooms and 2 balconies. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mohali Sec 117,1771,6600000,INR,,1,1,"A spacious 3 bhk builder floor is available for sale in Mohali Sec 117, Chandigarh. It is on the 11th floor of the building (total number of floors are 11). The property has 3 bathrooms and 2 balconies. This residential property is ready-to-move-in. Kindly call us for details. ",1,east,0,1,1,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sector 63,1250,8700000,INR,1,0,1,"It’s a 2 bhk builder floor situated in Sector 63, Chandigarh. It has a salable area of 1250 sqft and is available at a price of Rs. 6,960 per sqft. It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 wifi, 1 gas connection, 2 ac, 2 bed and 1 modular kitchen. It is on the 5th floor of the building (total number of floors are 5). The property provides an excellent view as it overlooks the garden. The property is available on leasehold. The property has 2 bathrooms and 3 balconies. It is a 5 year old ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,north,1,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mohali Sector 127,930,2690000,INR,,1,1,"It’s a 2 bhk builder floor situated in Mohali Sector 127, Chandigarh. It has an area of 930 sqft with a carpet area of 870 sqft . The property is available at a price of Rs. 26.90 lac (negotiable ). The house is furnished. Furnishings include 2 wardrobe, 1 sofa, 2 bed and 1 modular kitchen. It is on the 2nd floor of the building (total number of floors are 3). One of the major USPs of the property is that it is a garden facing property. The property has 2 bathrooms and 2 balconies. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,northeast,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mohali Sector 127,930,2690000,INR,,1,1,It has an area of 930 sqft with a carpet area of 860 sqft . The property is available at a price of Rs. 26.90 lac (negotiable ). It is on 2nd floor. The building has a total of 3 floor(s). One of the major USPs of the property is that it is a road facing property. The property is available on freehold. The property has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. ,1,northeast,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mohali Sector 127,610,1689000,INR,,1,1,"It has a salable area of 610 sqft and is available at a price of Rs. 2,768 per sqft. One of the major USPs of the property is that it is a garden facing property. The property is available on freehold. It is a ready-to-move-in property. It is made in way to provide a comfortable living. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mohali Sector 127,615,1690000,INR,,1,1,"Well designed 1 bhk builder floor is available at a prime location in Mohali Sector 127. It is a semi-furnished property. Furnishings include 1 wardrobe, 1 sofa, 1 bed and 1 modular kitchen. It’s on 2nd floor out of 3 floors building. Its main door is facing northeast direction. The property is available on freehold. The site is in close proximity to various civic utilities. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mohali Sector 127,950,2590000,INR,,1,1,"A 2 bhk property is available for sale in Mohali Sector 127, Chandigarh. The house is semi-furnished. It is on 2nd floor. The building has a total of 3 floor(s). It has 2 bathrooms and 2 balconies. It is a ready-to-move-in property. The society is well connected by different modes of transportation. Please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mohali Sec 117,1771,6541000,INR,,1,1,"It’s a 3 bhk builder floor situated in Mohali Sec 117, Chandigarh. It is a semi-furnished property. The property is available on freehold. The property has 3 bathrooms and 3 balconies. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,1,1,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Zirakpur punjab,1020,3350000,INR,1,1,1,"A 2 bhk property is available for sale in Zirakpur punjab, Chandigarh. It has a salable area of 1020 sqft and is available at a price of Rs. 3,284 per sqft. It is a semi-furnished property. It is east facing property. The property is available on freehold. It has 2 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SEC 115 MOHALI KHARAR LANDRAN ROAD,1260,3890000,INR,,1,1,Well designed 3 bhk builder floor is available at a prime location in SEC 115 MOHALI KHARAR LANDRAN ROAD. The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Contact us for more details. ,1,northeast,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Zirakpur GAzipur Road,1000,2790000,INR,,1,1,"A 2 bhk property is available for sale in Zirakpur GAzipur Road, Chandigarh. It is a semi-furnished property. It is on 1st floor. The building has a total of 3 floor(s). It has 2 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is well connected to the city areas. Kindly call us for details. ",1,northeast,0,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
Zirakpur GAzipur Road,1100,3600000,INR,,1,0,Well designed 3 bhk builder floor is available at a prime location in Zirakpur GAzipur Road. It has a built-up area of 1100 sqft and is priced at Rs. 36.00 lac . The house is semi-furnished. It is on 1st floor. The building has a total of 3 floor(s). Its main door is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact for more details. ,1,northeast,0,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
Aerocity Road,1410,5590000,INR,,1,1,"A spacious 3 bhk builder floor is available for sale in Aerocity Road, Chandigarh. It has a salable area of 1410 sqft and is available at a price of Rs. 3,964 per sqft. The house is semi-furnished. It is on 1st floor. The building has a total of 3 floor(s). The property has 3 bathrooms and 2 balconies. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. ",1,northeast,0,1,1,1,1,0,1,1,1,0,1,1,,,,,,,,,,1.0,,,,,,,
SEC 116 MOHALI ON KHARAR LANDRAN ROAD,1308,3299000,INR,,1,0,"1308 sq ft on highway project, sector 116 Mohali, SBP Lifestyle residency, 4th floor, 2 lift, Park, Gas Pipeline, Gated society, secured, 2 bedroom , 2 washroom, 3 balcony, ready to move in in, power backup",1,southwest,0,1,1,1,1,0,0,0,0,0,0,0,,,,,,,1.0,,,1.0,,,,1.0,,1.0,
SEC 115 MOHALI KHARAR LANDRAN ROAD,1050,3590000,INR,,1,1,"Well designed 2 bhk builder floor is available at a prime location in SEC 115 MOHALI KHARAR LANDRAN ROAD. It has a salable area of 1050 sqft and is available at a price of Rs. 3,419 per sqft. It is a semi-furnished property. It’s on 9th floor out of 9 floors building. It is facing northeast direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,northeast,0,0,1,1,1,1,1,1,0,1,1,1,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,
Patiala Road Zirakpur,1080,3750000,INR,,1,0,Well designed 3 bhk builder floor is available at a prime location in Patiala Road Zirakpur. It has a built-up area of 1080 sqft and is priced at Rs. 37.50 lac . It is a semi-furnished property. It is located on the 2nd floor(out of a total of 3 floor(s)). This residential property is ready-to-move-in. It is made in way to provide a comfortable living. Contact us for more details. ,1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Ambala Highway,1800,6890000,INR,,1,1,"It has a salable area of 1800 sqft and is available at a price of Rs. 3,827 per sqft. It is a semi-furnished property. The property provides an excellent view as it overlooks the road. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. ",1,northeast,0,0,1,1,1,0,1,1,1,0,1,1,,,,,1.0,,,,,1.0,,,,,,,
Ambala Highway,1800,6890000,INR,,1,1,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Ambala Highway. The house is semi-furnished. The property is available on freehold. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. ",1,northeast,0,0,1,1,0,1,1,1,1,0,1,1,,,,,1.0,,,,,1.0,,,,,,,
Zirakpur GAzipur Road,1100,2790000,INR,,1,1,It is a semi-furnished property. It is on the 1st floor of the building (total number of floors are 3). The property is available on freehold. It has 2 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. ,1,northeast,0,0,0,1,1,0,1,0,0,0,1,0,,,,,,,,,,1.0,,,,,,,
Zirakpur GAzipur Road,1100,2790000,INR,,1,1,"A 2 bhk property is available for sale in Zirakpur GAzipur Road, Chandigarh. It has an area of 1100 sqft with a carpet area of 1000 sqft . The property is available at a price of Rs. 27.90 lac (negotiable ). The house is semi-furnished. One of the major USPs of the property is that it is a road facing property. The property is available on freehold. The property has 2 bathrooms and 2 balconies. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dera Bassi,600,1590000,INR,,1,1,"It’s a 1 bhk builder floor situated in Dera Bassi. It has a salable area of 600 sqft and is available at a price of Rs. 2,650 per sqft. It is a semi-furnished property. It is located on the 1st floor(out of a total of 3 floor(s)). The property provides an excellent view as it is a corner property. The property is available on freehold. It has 2 bathrooms and 1 balcony. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dera Bassi,650,1690000,INR,,1,1,"Well designed 1 bhk builder floor is available at a prime location in Dera Bassi. It has a salable area of 650 sqft and is available at a price of Rs. 2,600 per sqft. It is a semi-furnished property. It is on the 1st floor of the building (total number of floors are 3). Its main door is facing northeast direction. The property is available on freehold. It has 1 bathroom and 1 balcony. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dera Bassi,650,1690000,INR,,1,1,"This spacious 1 bhk builder floor is available for sale and is located in the heart of Dera Bassi. The house is semi-furnished. It is facing northeast direction. The property is available on freehold. It has 1 bathroom and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mohali Sector 127,1350,3790000,INR,,1,1,"It’s a 3 bhk builder floor situated in Mohali Sector 127. It has an area of 1350 sqft with a carpet area of 1150 sqft . The property is available at a price of Rs. 37.90 lac (negotiable ). It is a furnished property. It has 3 wardrobe, 1 tv, 1 sofa and 1 dining table. It also has 1 ac, 1 bed and 1 modular kitchen. It is on the 2nd floor of the building (total number of floors are 3). Its main door is facing south direction. The property is available on freehold. It has 3 bathrooms and 2 balconies. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact for more details. ",1,south,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mohali Sec 125,1300,3390000,INR,,1,1,"It has an area of 1300 sqft with a carpet area of 1210 sqft . The property is available at a price of Rs. 33.90 lac (negotiable ). Furnishings include 3 wardrobe, 1 tv, 1 sofa, 1 dining table, 1 bed and 1 modular kitchen. It is east facing property. The property has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living. ",1,east,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli Zirakpur,700,1990000,INR,,1,1,"It has a built-up area of 700 sqft and is priced at Rs. 19.90 lac (negotiable). The house is semi-furnished. Furnishings include 1 wardrobe, 1 sofa, 1 bed and 1 modular kitchen. It is located on the 1st floor(out of a total of 3 floor(s)). It is facing northeast direction. The property is available on freehold. The property has 1 bathroom and 2 balconies. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. Kindly call us for details. ",1,northeast,0,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
Zirakpur GAzipur Road,1200,3700000,INR,,1,1,It’s a 3 bhk builder floor situated in Zirakpur GAzipur Road. It is on 1st floor. The building has a total of 3 floor(s). It is facing northeast direction. The property is available on freehold. It has 3 bathrooms and 2 balconies. It is a ready-to-move-in property. It is made in way to provide a comfortable living. Contact us for more details. ,1,northeast,0,1,0,1,1,0,1,0,1,0,0,0,,,,,,,,,,1.0,,,1.0,,,,
Zirakpur GAzipur Road,1050,3600000,INR,,1,1,"It’s a 3 bhk builder floor situated in Zirakpur GAzipur Road, Chandigarh. It has a built-up area of 1050 sqft and is priced at Rs. 36.00 lac (negotiable). It is on 1st floor. The building has a total of 3 floor(s). It is northeast facing property. It has 3 bathrooms and 2 balconies. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. ",1,northeast,0,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
Zirakpur GAzipur Road,1000,2790000,INR,,1,1,"A spacious 2 bhk builder floor is available for sale in Zirakpur GAzipur Road, Chandigarh. It has an area of 1000 sqft with a carpet area of 900 sqft . The property is available at a price of Rs. 27.90 lac (negotiable ). The house is semi-furnished. It is located on the 1st floor(out of a total of 3 floor(s)). The property is available on freehold. The property has 2 bathrooms and 2 balconies. The society is well connected by different modes of transportation. ",1,northeast,0,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
Aerocity Road,1500,5490000,INR,,1,1,Well designed 3 bhk builder floor is available at a prime location in Aerocity Road. It is a semi-furnished property. It is located on the 1st floor(out of a total of 3 floor(s)). One of the major USPs of the property is that it is a road facing property. The property is available on freehold. The property has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact us for more details. ,1,northeast,0,1,1,1,1,0,1,1,1,0,0,0,,,,,,,,,,1.0,,,,,,,
Zirakpur punjab,1800,6190000,INR,,1,1,"Well designed 3 bhk builder floor is available at a prime location in Zirakpur punjab. It has a built-up area of 1800 sqft and is priced at Rs. 61.90 lac (negotiable). The house is semi-furnished. It’s on 2nd floor out of 4 floors building. One of the major USPs of the property is that it is a corner property. The property is available on freehold. It has 3 bathrooms and 2 balconies. This residential complex is under-construction as of now. The expected completion date is 10/02/2022. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,northeast,0,0,1,1,1,0,1,1,1,0,1,0,,,,,1.0,1.0,,,,1.0,,,1.0,,,,1.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,700,1690000,INR,,1,1,"It’s a 1 bhk builder floor situated in SEC 115 MOHALI KHARAR LANDRAN ROAD, Chandigarh. It has an area of 700 sqft with a carpet area of 620 sqft . The property is available at a price of Rs. 16.90 lac (negotiable ). The house is semi-furnished. It’s on 1st floor out of 3 floors building. Its main door is facing northeast direction. The property is available on freehold. The property has 1 bathroom and 2 balconies. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Airport Road,1010,2550000,INR,,1,1,"A spacious 2 bhk builder floor is available for sale in Airport Road, Chandigarh. It has a built-up area of 1010 sqft and is priced at Rs. 25.50 lac (negotiable). It is a semi-furnished property. The property is available on freehold. It has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. ",1,east,0,2,0,1,1,0,0,0,0,0,0,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
Dhakoli Zirakpur,750,1890000,INR,,1,1,"This spacious 1 bhk builder floor is available for sale and is located in the heart of Dhakoli Zirakpur. It has an area of 750 sqft with a carpet area of 600 sqft . The property is available at a price of Rs. 18.90 lac (negotiable ). It has 1 wardrobe, 1 sofa, 1 bed and 1 modular kitchen. It is on 1st floor. The building has a total of 3 floor(s). One of the major USPs of the property is that it is a road facing property. The property is available on freehold. It has 1 bathroom and 1 balcony. It is made in way to provide a comfortable living for the residents. If you are interested, please contact us for more details. ",1,northeast,1,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
Zirakpur GAzipur Road,1100,2700000,INR,,1,1,"A spacious 2 bhk builder floor is available for sale in Zirakpur GAzipur Road, Chandigarh. It has an area of 1100 sqft with a carpet area of 1000 sqft . The property is available at a price of Rs. 27.00 lac (negotiable ). It is a semi-furnished property. It is on the 1st floor of the building (total number of floors are 3). One of the major USPs of the property is that it is a road facing property. The property is available on freehold. The property has 2 bathrooms and 2 balconies. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Contact us for more details. ",1,northeast,0,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
Zirakpur GAzipur Road,1100,3600000,INR,,1,1,The house is semi-furnished. It has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact for more details. ,1,northeast,0,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
Zirakpur GAzipur Road,1000,2690000,INR,,1,1,The house is semi-furnished. It is facing northeast direction. The property is available on freehold. It has 2 bathrooms and 2 balconies. It is a ready-to-move-in property. It is well connected to the city areas. Please contact for more details. ,1,northeast,0,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
Zirakpur GAzipur Road,1100,2690000,INR,,1,1,"A 2 bhk property is available for sale in Zirakpur GAzipur Road, Chandigarh. It has a salable area of 1100 sqft and is available at a price of Rs. 2,445 per sqft. It is on 1st floor. The building has a total of 3 floor(s). One of the major USPs of the property is that it is a road facing property. The property is available on freehold. The property has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. ",1,northeast,0,1,0,1,1,0,0,0,0,0,1,1,,,,,,,,,,1.0,,,,,,,
Ambala Highway,1100,3600000,INR,,1,1,"A 3 bhk property is available for sale in Ambala Highway, Chandigarh. It has an area of 1100 sqft with a carpet area of 950 sqft . The property is available at a price of Rs. 36.00 lac (negotiable ). It is a semi-furnished property. It is located on the 1st floor(out of a total of 3 floor(s)). It is facing northeast direction. The property is available on freehold. It is a ready-to-move-in property. The site is in close proximity to various civic utilities. Contact us for more details. ",1,northeast,0,1,1,1,1,0,1,0,0,0,1,1,,,,,,,,,,1.0,,,,,,,
Ambala Highway,1738,6190000,INR,,1,1,"It’s a 3 bhk builder floor situated in Ambala Highway, Chandigarh. It has a built-up area of 1738 sqft and is priced at Rs. 61.90 lac (negotiable). The house is semi-furnished. The property has 3 bathrooms and 2 balconies. It is an under-construction property and is expected to get completed by 08/06/2022. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",1,northeast,0,0,1,1,1,0,1,1,1,0,1,0,,,,,1.0,,,,,1.0,,,1.0,,1.0,,
SEC 115 MOHALI KHARAR LANDRAN ROAD,1530,4090000,INR,,1,1,"A spacious 3 bhk builder floor is available for sale in SEC 115 MOHALI KHARAR LANDRAN ROAD, Chandigarh. It has a salable area of 1530 sqft and is available at a price of Rs. 2,673 per sqft. It is a semi-furnished property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1,northeast,0,1,1,1,1,1,1,0,1,0,1,0,,,,,1.0,,,,,1.0,,,1.0,,1.0,,
SEC 115 MOHALI KHARAR LANDRAN ROAD,1230,3240000,INR,,1,1,"Leela Residencies Private Limited has lauched Leela Orchid Greens in Kharar, Mohali. It offers Under Construction units. Overall, there are 3 buildings. The possession date of Leela Orchid Greens is Jun, 2022. The address of Leela Orchid Greens is Kharar.

Other provisions include access to Storm Water Drains. Own a home in Leela Orchid Greens today!.

This is a RERA registered project with RERA ID PBRERA-SAS80-PR0604 and fulfils all conditions placed by the state regulatory body.

This project has been developed by Leela Residencies Private Limited.

Kharar is well-connected to other parts of city by road, which passes through the heart of this suburb. Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.",1,northeast,0,0,1,1,1,1,1,1,1,0,1,0,,,,,1.0,,,,,1.0,,,1.0,,1.0,,
Zirakpur GAzipur Road,1000,2790000,INR,,1,1,"A 2 bhk property is available for sale in Zirakpur GAzipur Road, Chandigarh. It has a built-up area of 1000 sqft and is priced at Rs. 27.90 lac (negotiable). It is a semi-furnished property. It is on 1st floor. The building has a total of 3 floor(s). It is a garden facing property. The property is available on freehold. It has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli Zirakpur,870,1890000,INR,,1,1,"A spacious 1 bhk builder floor is available for sale in Dhakoli Zirakpur, Chandigarh. It has a built-up area of 870 sqft and is priced at Rs. 18.90 lac (negotiable). The house is furnished. It is on the 1st floor of the building (total number of floors are 3). The property provides an excellent view as it is a corner property. The property is available on freehold. It has 1 bathroom and 1 balcony. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact us for more details. ",1,northeast,1,1,0,1,1,0,1,1,0,0,1,0,,,,,,,,,,1.0,,,,,,,
Aerocity Road,1410,5590000,INR,,1,1,"A spacious 3 bhk builder floor is available for sale in Aerocity Road, Chandigarh. It has a built-up area of 1410 sqft and is priced at Rs. 55.90 lac (negotiable). It is a semi-furnished property. It is on 1st floor. The building has a total of 3 floor(s). It is a corner property. The property is available on freehold. It has 3 bathrooms and 2 balconies. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,northeast,0,1,1,1,1,0,1,1,1,0,1,1,,,,,1.0,,,,,1.0,,,,,,,
Zirakpur GAzipur Road,1000,2750000,INR,,1,1,"It’s a 2 bhk builder floor situated in Zirakpur GAzipur Road. It has an area of 1000 sqft with a carpet area of 900 sqft . The property is available at a price of Rs. 27.50 lac (negotiable ). The house is semi-furnished. It is located on the 2nd floor(out of a total of 3 floor(s)). It is facing northeast direction. The property is available on freehold. It has 2 bathrooms and 2 balconies. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,northeast,0,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
